LPM,AREA,POINT_ID,EASTING-X,NORTHING-Y,LATITUDE,LONGITUDE,DESCRIPTION
57,1.488,5,316034.1,1617088.82,14.6209,79.292003,"Road,National Highways"
57,1.488,6,315992.64,1617078.99,14.620808,79.291619,"Road,National Highways"
57,1.488,7,315985.31,1617100.35,14.621001,79.291549,"Road,National Highways"
57,1.488,8,315982.24,1617109.27,14.621081,79.29152,"Road,National Highways"
57,1.488,9,315973.35,1617135.45,14.621317,79.291436,"Road,National Highways"
57,1.488,10,315960.45,1617175.12,14.621675,79.291313,"Road,National Highways"
57,1.488,11,315946,1617219.55,14.622075,79.291176,"Road,National Highways"
276,1.59,1,316240.65,1616345.34,14.614195,79.293972,"Road,National Highways"
276,1.59,2,316279.15,1616353.03,14.614267,79.294328,"Road,National Highways"
276,1.59,3,316283.69,1616339.55,14.614145,79.294372,"Road,National Highways"
276,1.59,4,316294.21,1616297.95,14.61377,79.294472,"Road,National Highways"
276,1.59,5,316300.53,1616269.26,14.613511,79.294533,"Road,National Highways"
276,1.59,6,316301.15,1616266.44,14.613486,79.294539,"Road,National Highways"
276,1.59,7,316304.62,1616250.68,14.613344,79.294572,"Road,National Highways"
276,1.59,8,316310.17,1616225.47,14.613116,79.294625,"Road,National Highways"
276,1.59,9,316312.87,1616213.86,14.613011,79.294651,"Road,National Highways"
276,1.59,10,316282.57,1616186.3,14.61276,79.294372,"Road,National Highways"
276,1.59,11,316276.78,1616180.13,14.612704,79.294319,"Road,National Highways"
276,1.59,12,316275.2,1616187.2,14.612768,79.294303,"Road,National Highways"
276,1.59,13,316274.67,1616189.01,14.612784,79.294298,"Road,National Highways"
276,1.59,14,316271.53,1616203.05,14.612911,79.294268,"Road,National Highways"
276,1.59,15,316270.29,1616208.59,14.612961,79.294256,"Road,National Highways"
276,1.59,16,316268.67,1616217.13,14.613038,79.294241,"Road,National Highways"
276,1.59,17,316265.81,1616232.15,14.613173,79.294213,"Road,National Highways"
276,1.59,18,316262.81,1616247.96,14.613316,79.294184,"Road,National Highways"
276,1.59,19,316261.17,1616256.6,14.613394,79.294168,"Road,National Highways"
276,1.59,20,316258.31,1616271.63,14.61353,79.294141,"Road,National Highways"
276,1.59,21,316257.78,1616273.16,14.613543,79.294136,"Road,National Highways"
276,1.59,22,316255.74,1616281.98,14.613623,79.294116,"Road,National Highways"
329,1.3,1,316326.83,1616069.51,14.611708,79.294791,"Road,National Highways"
329,1.3,2,316359.05,1616084.06,14.611841,79.295089,"Road,National Highways"
329,1.3,3,316366.26,1616072.85,14.611741,79.295157,"Road,National Highways"
329,1.3,4,316419.78,1616031.31,14.611369,79.295656,"Road,National Highways"
329,1.3,5,316465.88,1615983.8,14.610942,79.296087,"Road,National Highways"
329,1.3,6,316472.05,1615980.93,14.610917,79.296145,"Road,National Highways"
329,1.3,7,316502.4,1615966.45,14.610788,79.296427,"Road,National Highways"
329,1.3,8,316451.8,1615980.53,14.610912,79.295957,"Road,National Highways"
329,1.3,9,316396.84,1615992.03,14.611012,79.295446,"Road,National Highways"
329,1.3,10,316329.4,1616065.2,14.611669,79.294815,"Road,National Highways"
330,0.276,1,316441.63,1615942.03,14.610563,79.295865,"Road,National Highways"
330,0.276,2,316396.84,1615992.03,14.611012,79.295446,"Road,National Highways"
330,0.276,3,316451.8,1615980.53,14.610912,79.295957,"Road,National Highways"
338,0.933,1,316519.73,1615955.4,14.61069,79.296589,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,2,316502.4,1615966.45,14.610788,79.296427,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,3,316511.16,1616014.87,14.611226,79.296505,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,4,316565.19,1616051.65,14.611562,79.297004,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,5,316597.02,1616065.22,14.611687,79.297299,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,6,316605.08,1616068.5,14.611717,79.297373,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,7,316617.39,1616078.64,14.61181,79.297487,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,8,316632.52,1616086.08,14.611878,79.297627,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,9,316678.04,1616125.32,14.612236,79.298047,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,10,316684.55,1616140.02,14.612369,79.298106,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,11,316696.82,1616131.25,14.612291,79.29822,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,12,316670.12,1616101.34,14.612019,79.297975,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,13,316645.48,1616084.92,14.611869,79.297747,"WaterBody,Vagu/Vanka/Yeru"
338,0.933,14,316533,1616009.96,14.611184,79.296708,"WaterBody,Vagu/Vanka/Yeru"
362,0.292,1,316651.99,1615867.02,14.6099,79.297823,"Road,National Highways"
362,0.292,2,316730.23,1615823.1,14.609508,79.298552,"Road,National Highways"
362,0.292,3,316778.14,1615796.14,14.609268,79.298998,"Road,National Highways"
362,0.292,4,316723.4,1615813.24,14.609419,79.298489,"Road,National Highways"
362,0.292,5,316692.69,1615827.52,14.609546,79.298203,"Road,National Highways"
359,1.063,1,316859.28,1615751.21,14.608867,79.299755,"Road,National Highways"
359,1.063,2,316847.69,1615701.4,14.608416,79.299651,"Road,National Highways"
359,1.063,3,316781.57,1615734.84,14.608714,79.299035,"Road,National Highways"
359,1.063,4,316778.14,1615796.14,14.609268,79.298998,"Road,National Highways"
359,1.063,5,316790.25,1615790.68,14.609219,79.299111,"Road,National Highways"
326,0.182,1,316312.87,1616213.86,14.613011,79.294651,"Road,National Highways"
326,0.182,2,316313.19,1616194.08,14.612833,79.294656,"Road,National Highways"
326,0.182,3,316311.34,1616192.96,14.612822,79.294638,"Road,National Highways"
326,0.182,4,316282.66,1616161.79,14.612539,79.294374,"Road,National Highways"
326,0.182,5,316276.78,1616180.13,14.612704,79.294319,"Road,National Highways"
326,0.182,6,316282.57,1616186.3,14.61276,79.294372,"Road,National Highways"
28,2.103,1,316280.43,1617341.16,14.623197,79.294271,Gramakantam
28,2.103,2,316373.3,1617317.86,14.622993,79.295135,Gramakantam
28,2.103,3,316395.16,1617312.38,14.622945,79.295338,Gramakantam
28,2.103,4,316375.18,1617265.04,14.622516,79.295156,Gramakantam
28,2.103,5,316362.66,1617232.2,14.622218,79.295042,Gramakantam
28,2.103,6,316278.81,1617258.8,14.622453,79.294262,Gramakantam
165,0.761,1,316260.17,1616641.89,14.616876,79.294132,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,2,316305.4,1616642.79,14.616887,79.294552,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,4,316322.43,1616565.51,14.61619,79.294715,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,5,316343.98,1616526.19,14.615836,79.294918,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,6,316354.42,1616491.69,14.615525,79.295017,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,7,316387.76,1616454,14.615187,79.29533,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,8,316380.41,1616444.89,14.615104,79.295262,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,9,316358.6,1616469.43,14.615324,79.295058,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,10,316334.98,1616507.23,14.615664,79.294836,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,11,316331.53,1616516.81,14.61575,79.294803,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,12,316318.08,1616550.72,14.616056,79.294676,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,13,316288.06,1616626.36,14.616738,79.294392,"Road,Puntha/Bandi Jada/Kalibata"
165,0.761,14,316272.87,1616634.41,14.616809,79.294251,"Road,Puntha/Bandi Jada/Kalibata"
134,0.277,1,316190.16,1616782.87,14.618145,79.293473,"Road,Puntha/Bandi Jada/Kalibata"
134,0.277,2,316250.37,1616725.31,14.617629,79.294035,"Road,Puntha/Bandi Jada/Kalibata"
134,0.277,3,316230.59,1616726.78,14.617641,79.293852,"Road,Puntha/Bandi Jada/Kalibata"
134,0.277,4,316181.83,1616765.01,14.617983,79.293397,"Road,Puntha/Bandi Jada/Kalibata"
1,9.307,1,316626.64,1617854.13,14.627857,79.297449,Grazing Ground/Topu/Mandabailu etc.
1,9.307,2,316678.71,1617947.68,14.628706,79.297926,Grazing Ground/Topu/Mandabailu etc.
1,9.307,3,316732.24,1618051.17,14.629644,79.298415,Grazing Ground/Topu/Mandabailu etc.
1,9.307,4,316818.2,1618004.96,14.629233,79.299217,Grazing Ground/Topu/Mandabailu etc.
1,9.307,5,316836.19,1617855.41,14.627882,79.299394,Grazing Ground/Topu/Mandabailu etc.
1,9.307,6,316803.69,1617757.73,14.626997,79.299099,Grazing Ground/Topu/Mandabailu etc.
1,9.307,7,316765.95,1617697.28,14.626448,79.298753,Grazing Ground/Topu/Mandabailu etc.
1,9.307,8,316744.17,1617726.79,14.626714,79.298549,Grazing Ground/Topu/Mandabailu etc.
1,9.307,9,316738.68,1617763.52,14.627045,79.298495,Grazing Ground/Topu/Mandabailu etc.
1,9.307,10,316748.6,1617826.26,14.627613,79.298583,Grazing Ground/Topu/Mandabailu etc.
11,0.858,1,316549.25,1617411.4,14.62385,79.296762,Grazing Ground/Topu/Mandabailu etc.
11,0.858,3,316517.63,1617437.46,14.624084,79.296466,Grazing Ground/Topu/Mandabailu etc.
11,0.858,4,316490.93,1617459.84,14.624284,79.296217,Grazing Ground/Topu/Mandabailu etc.
11,0.858,5,316466.55,1617464.34,14.624323,79.29599,Grazing Ground/Topu/Mandabailu etc.
11,0.858,6,316436.41,1617469.92,14.624371,79.29571,Grazing Ground/Topu/Mandabailu etc.
11,0.858,7,316451.11,1617502.92,14.624671,79.295844,Grazing Ground/Topu/Mandabailu etc.
11,0.858,8,316488.43,1617489.21,14.624549,79.296192,Grazing Ground/Topu/Mandabailu etc.
11,0.858,9,316511.95,1617473.82,14.624412,79.296411,Grazing Ground/Topu/Mandabailu etc.
11,0.858,10,316554.32,1617436.81,14.62408,79.296807,Grazing Ground/Topu/Mandabailu etc.
11,0.858,11,316559.29,1617428.25,14.624003,79.296854,Grazing Ground/Topu/Mandabailu etc.
9,1.016,1,316549.25,1617411.4,14.62385,79.296762,"Road,GP (Grama Panchyat) Road"
9,1.016,2,316559.29,1617428.25,14.624003,79.296854,"Road,GP (Grama Panchyat) Road"
9,1.016,3,316565.9,1617439.35,14.624104,79.296914,"Road,GP (Grama Panchyat) Road"
9,1.016,4,316632.08,1617361.14,14.623402,79.297534,"Road,GP (Grama Panchyat) Road"
9,1.016,5,316655.14,1617332,14.62314,79.29775,"Road,GP (Grama Panchyat) Road"
9,1.016,6,316683.25,1617296.47,14.622821,79.298013,"Road,GP (Grama Panchyat) Road"
9,1.016,7,316653.78,1617292.46,14.622782,79.29774,"Road,GP (Grama Panchyat) Road"
9,1.016,8,316599.49,1617370.11,14.62348,79.297231,"Road,GP (Grama Panchyat) Road"
9,1.016,10,316573.38,1617391.16,14.623669,79.296987,"Road,GP (Grama Panchyat) Road"
425,1.139,1,315813.8,1616936.56,14.619509,79.289969,"WaterBody,Canal"
425,1.139,2,315882.73,1616903.02,14.61921,79.290611,"WaterBody,Canal"
425,1.139,3,315915.07,1616900.03,14.619185,79.290911,"WaterBody,Canal"
425,1.139,4,315942.63,1616897.57,14.619165,79.291167,"WaterBody,Canal"
425,1.139,5,316007.35,1616937.22,14.619528,79.291765,"WaterBody,Canal"
425,1.139,6,316013.33,1616951.68,14.619659,79.29182,"WaterBody,Canal"
425,1.139,7,316034.81,1616951.24,14.619656,79.292019,"WaterBody,Canal"
425,1.139,8,316040.71,1616935.14,14.619511,79.292075,"WaterBody,Canal"
425,1.139,9,316027.55,1616907.73,14.619263,79.291955,"WaterBody,Canal"
425,1.139,10,316013.73,1616926.74,14.619434,79.291825,"WaterBody,Canal"
425,1.139,11,315945.85,1616880.88,14.619015,79.291198,"WaterBody,Canal"
425,1.139,12,315885.62,1616885.84,14.619055,79.290639,"WaterBody,Canal"
425,1.139,13,315826.61,1616903.23,14.619208,79.29009,"WaterBody,Canal"
425,1.139,14,315808.94,1616920.06,14.619359,79.289925,"WaterBody,Canal"
125,0.152,1,316027.55,1616907.73,14.619263,79.291955,"WaterBody,Canal"
125,0.152,2,316040.71,1616935.14,14.619511,79.292075,"WaterBody,Canal"
125,0.152,3,316060.09,1616881.95,14.619032,79.292258,"WaterBody,Canal"
53,2.039,1,316305.67,1616999.71,14.620113,79.29453,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,2,316271.63,1617059.72,14.620653,79.294209,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,3,316199.88,1617084.91,14.620876,79.293542,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,4,316276.9,1617162.6,14.621583,79.294251,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,5,316340.69,1617173.85,14.621689,79.294842,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,6,316330.53,1617139.2,14.621375,79.294751,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,7,316327.8,1617129.91,14.621291,79.294726,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,8,316262.99,1617085.71,14.620887,79.294127,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,9,316304.29,1617053.48,14.620599,79.294513,"WaterBody,Vagu/Vanka/Yeru"
53,2.039,10,316313.67,1617011.89,14.620224,79.294603,"WaterBody,Vagu/Vanka/Yeru"
77,0.08,1,316112.01,1616868.26,14.618912,79.292741,"WaterBody,Canal"
77,0.08,2,316123.4,1616868.91,14.618918,79.292847,"WaterBody,Canal"
77,0.08,3,316137.69,1616846.08,14.618713,79.292981,"WaterBody,Canal"
77,0.08,4,316125.62,1616841.74,14.618673,79.292869,"WaterBody,Canal"
123,0.201,1,316145.6,1616814.46,14.618428,79.293057,"Road,Puntha/Bandi Jada/Kalibata"
123,0.201,3,316157.31,1616818.95,14.618469,79.293165,"Road,Puntha/Bandi Jada/Kalibata"
123,0.201,4,316190.16,1616782.87,14.618145,79.293473,"Road,Puntha/Bandi Jada/Kalibata"
123,0.201,5,316181.83,1616765.01,14.617983,79.293397,"Road,Puntha/Bandi Jada/Kalibata"
126,0.06,1,316026.06,1616974.18,14.619863,79.291936,"Road,Puntha/Bandi Jada/Kalibata"
126,0.06,2,316034.81,1616951.24,14.619656,79.292019,"Road,Puntha/Bandi Jada/Kalibata"
126,0.06,3,316013.33,1616951.68,14.619659,79.29182,"Road,Puntha/Bandi Jada/Kalibata"
72,0.095,1,316096.43,1617038.59,14.62045,79.292585,"Road,Puntha/Bandi Jada/Kalibata"
72,0.095,2,316105.8,1617042.6,14.620487,79.292671,"Road,Puntha/Bandi Jada/Kalibata"
72,0.095,3,316081.47,1617012.56,14.620214,79.292448,"Road,Puntha/Bandi Jada/Kalibata"
72,0.095,4,316061.9,1616996.68,14.620069,79.292267,"Road,Puntha/Bandi Jada/Kalibata"
72,0.095,5,316057.24,1617006.1,14.620154,79.292223,"Road,Puntha/Bandi Jada/Kalibata"
72,0.095,6,316070.26,1617011.49,14.620203,79.292344,"Road,Puntha/Bandi Jada/Kalibata"
135,0.669,1,316250.37,1616725.31,14.617629,79.294035,"WaterBody,Vagu/Vanka/Yeru"
135,0.669,2,316305.4,1616642.79,14.616887,79.294552,"WaterBody,Vagu/Vanka/Yeru"
135,0.669,3,316260.17,1616641.89,14.616876,79.294132,"WaterBody,Vagu/Vanka/Yeru"
135,0.669,4,316230.59,1616726.78,14.617641,79.293852,"WaterBody,Vagu/Vanka/Yeru"
136,2.605,1,316412.18,1616739,14.617764,79.295536,"WaterBody,Vagu/Vanka/Yeru"
136,2.605,2,316418.8,1616653.88,14.616995,79.295604,"WaterBody,Vagu/Vanka/Yeru"
136,2.605,3,316305.4,1616642.79,14.616887,79.294552,"WaterBody,Vagu/Vanka/Yeru"
136,2.605,4,316250.37,1616725.31,14.617629,79.294035,"WaterBody,Vagu/Vanka/Yeru"
136,2.605,5,316329.26,1616719.46,14.617582,79.294768,"WaterBody,Vagu/Vanka/Yeru"
136,2.605,6,316364.15,1616721.43,14.617602,79.295092,"WaterBody,Vagu/Vanka/Yeru"
136,2.605,7,316377.68,1616722.2,14.61761,79.295217,"WaterBody,Vagu/Vanka/Yeru"
343,2.744,1,317077.82,1616218.68,14.613107,79.30175,"WaterBody,Vagu/Vanka/Yeru"
343,2.744,2,317145.68,1616279.48,14.613661,79.302376,"WaterBody,Vagu/Vanka/Yeru"
343,2.744,3,317167.53,1616244.51,14.613346,79.302581,"WaterBody,Vagu/Vanka/Yeru"
343,2.744,4,317223.06,1616162.19,14.612606,79.303102,"WaterBody,Vagu/Vanka/Yeru"
343,2.744,5,317153.45,1616122.54,14.612243,79.302459,"WaterBody,Vagu/Vanka/Yeru"
138,3.077,1,316688.53,1616772.62,14.618087,79.298099,"WaterBody,Vagu/Vanka/Yeru"
138,3.077,2,316692.83,1616681.87,14.617267,79.298145,"WaterBody,Vagu/Vanka/Yeru"
138,3.077,3,316661.22,1616682.42,14.61727,79.297852,"WaterBody,Vagu/Vanka/Yeru"
138,3.077,4,316617.71,1616682.49,14.617267,79.297448,"WaterBody,Vagu/Vanka/Yeru"
138,3.077,5,316554.88,1616684.76,14.617284,79.296865,"WaterBody,Vagu/Vanka/Yeru"
138,3.077,6,316539.34,1616685.32,14.617288,79.29672,"WaterBody,Vagu/Vanka/Yeru"
138,3.077,7,316565.32,1616773.24,14.618084,79.296955,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,1,316879.57,1616753.27,14.617925,79.299873,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,2,316827.64,1616659.35,14.617072,79.299398,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,3,316788.99,1616667.68,14.617145,79.299039,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,4,316765.7,1616672.5,14.617187,79.298822,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,5,316743.15,1616677.18,14.617228,79.298612,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,6,316720.44,1616681.89,14.617269,79.298401,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,7,316692.83,1616681.87,14.617267,79.298145,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,9,316688.53,1616772.62,14.618087,79.298099,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,10,316698.9,1616801.8,14.618351,79.298193,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,11,316701.81,1616832.48,14.618628,79.298218,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,12,316729.85,1616844.57,14.61874,79.298477,"WaterBody,Vagu/Vanka/Yeru"
139,5.869,13,316752.13,1616839.25,14.618693,79.298684,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,1,317037.86,1616490.35,14.615559,79.301361,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,2,316971.81,1616410.27,14.614831,79.300753,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,3,316933.89,1616461.43,14.615291,79.300398,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,4,316929.6,1616466.52,14.615337,79.300358,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,5,316892.44,1616509.96,14.615727,79.30001,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,6,316867.57,1616539.18,14.615989,79.299777,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,7,316869.58,1616567.87,14.616248,79.299793,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,8,316833.62,1616646.65,14.616958,79.299454,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,9,316827.64,1616659.35,14.617072,79.299398,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,10,316879.57,1616753.27,14.617925,79.299873,"WaterBody,Vagu/Vanka/Yeru"
289,7.363,11,316930.98,1616652.36,14.617016,79.300357,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,1,317145.68,1616279.48,14.613661,79.302376,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,2,317077.82,1616218.68,14.613107,79.30175,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,3,317060.18,1616241.23,14.613309,79.301585,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,4,317020.83,1616283.89,14.613692,79.301217,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,5,317020.41,1616309.62,14.613925,79.301211,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,6,317009.12,1616337.05,14.614172,79.301105,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,7,316996.71,1616367.19,14.614443,79.300987,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,8,316977.9,1616400.12,14.61474,79.30081,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,9,316971.81,1616410.27,14.614831,79.300753,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,10,317037.86,1616490.35,14.615559,79.301361,"WaterBody,Vagu/Vanka/Yeru"
313,5.62,11,317086.49,1616406.72,14.614807,79.301818,"WaterBody,Vagu/Vanka/Yeru"
273,2.671,1,316035.93,1616169.03,14.612587,79.292084,"WaterBody,Tank/Cheruvu/Kunta"
273,2.671,2,316128.15,1616148.21,14.612405,79.292941,"WaterBody,Tank/Cheruvu/Kunta"
273,2.671,3,316095.03,1616035.88,14.611388,79.292642,"WaterBody,Tank/Cheruvu/Kunta"
273,2.671,4,316039.48,1616045.05,14.611467,79.292126,"WaterBody,Tank/Cheruvu/Kunta"
273,2.671,5,316032.3,1616066.21,14.611658,79.292058,"WaterBody,Tank/Cheruvu/Kunta"
273,2.671,6,316004.6,1616081.42,14.611793,79.291799,"WaterBody,Tank/Cheruvu/Kunta"
273,2.671,7,316018.92,1616121.48,14.612156,79.291929,"WaterBody,Tank/Cheruvu/Kunta"
358,0.393,1,316895.78,1615755.47,14.608908,79.300093,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,2,316885.38,1615736.28,14.608734,79.299998,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,3,316859.28,1615751.21,14.608867,79.299755,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,4,316790.25,1615790.68,14.609219,79.299111,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,5,316778.14,1615796.14,14.609268,79.298998,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,6,316802.6,1615790.2,14.609216,79.299226,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,7,316866.92,1615769.7,14.609035,79.299824,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,8,316870.44,1615768.58,14.609025,79.299857,"Road,Puntha/Bandi Jada/Kalibata"
358,0.393,9,316873.47,1615767.01,14.609011,79.299885,"Road,Puntha/Bandi Jada/Kalibata"
368,0.489,1,316353.2,1616001.16,14.611092,79.29504,"Road,Puntha/Bandi Jada/Kalibata"
368,0.489,2,316310.96,1616010,14.611169,79.294648,"Road,Puntha/Bandi Jada/Kalibata"
368,0.489,3,316202.89,1616075.08,14.61175,79.29364,"Road,Puntha/Bandi Jada/Kalibata"
368,0.489,4,316212.01,1616085,14.61184,79.293724,"Road,Puntha/Bandi Jada/Kalibata"
368,0.489,5,316284.33,1616042.06,14.611457,79.294398,"Road,Puntha/Bandi Jada/Kalibata"
54,2.128,1,316110.32,1617145.47,14.621417,79.292706,Gramakantam
54,2.128,2,316130.76,1617123.82,14.621223,79.292897,Gramakantam
54,2.128,3,316149.98,1617103.45,14.62104,79.293077,Gramakantam
54,2.128,4,316199.88,1617084.91,14.620876,79.293542,Gramakantam
54,2.128,5,316161.24,1617038.53,14.620454,79.293186,Gramakantam
54,2.128,6,316152.17,1617032.93,14.620403,79.293103,Gramakantam
54,2.128,7,316139.49,1617074.3,14.620776,79.292982,Gramakantam
54,2.128,8,316105.8,1617042.6,14.620487,79.292671,Gramakantam
54,2.128,9,316096.43,1617038.59,14.62045,79.292585,Gramakantam
54,2.128,10,316066.71,1617066.3,14.620699,79.292307,Gramakantam
54,2.128,11,316066.86,1617127,14.621247,79.292304,Gramakantam
54,2.128,12,316072.28,1617133.32,14.621305,79.292354,Gramakantam
54,2.128,13,316088.2,1617151.49,14.62147,79.292501,Gramakantam
280,9.453,1,316465.02,1616445.13,14.615112,79.296047,Gramakantam
280,9.453,2,316504.91,1616413.87,14.614832,79.29642,Gramakantam
280,9.453,3,316515.84,1616450.51,14.615164,79.296518,Gramakantam
280,9.453,4,316531.79,1616448.71,14.615149,79.296667,Gramakantam
280,9.453,5,316560.73,1616445.45,14.615121,79.296935,Gramakantam
280,9.453,6,316558.07,1616433.86,14.615016,79.296912,Gramakantam
280,9.453,7,316556.28,1616382.13,14.614549,79.296899,Gramakantam
280,9.453,8,316555.12,1616348.33,14.614243,79.29689,Gramakantam
280,9.453,9,316552.85,1616282.61,14.613649,79.296874,Gramakantam
280,9.453,10,316534.37,1616275.73,14.613585,79.296703,Gramakantam
280,9.453,11,316505.09,1616277.16,14.613596,79.296431,Gramakantam
280,9.453,12,316501.43,1616257.71,14.61342,79.296398,Gramakantam
280,9.453,13,316470.75,1616260.34,14.613442,79.296113,Gramakantam
280,9.453,14,316464.95,1616227.74,14.613147,79.296062,Gramakantam
280,9.453,15,316458.58,1616192.02,14.612824,79.296005,Gramakantam
280,9.453,16,316452.94,1616186.86,14.612777,79.295953,Gramakantam
280,9.453,17,316426.07,1616192.91,14.61283,79.295703,Gramakantam
280,9.453,18,316427.67,1616208.34,14.612969,79.295717,Gramakantam
280,9.453,19,316354.3,1616221.59,14.613084,79.295035,Gramakantam
280,9.453,20,316339.61,1616238.17,14.613233,79.294898,Gramakantam
280,9.453,21,316357.53,1616243.86,14.613285,79.295064,Gramakantam
280,9.453,22,316368.35,1616261.15,14.613442,79.295163,Gramakantam
